city,type,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,building_age,nearset_poi_distance,poi_sum_distance,rooms_per_m2
lodz,apartmentBuilding,35.26,2.0,1.0,3.0,51.76273,19.46117,2.13,49.0,0.148,0.422,0.501,0.219,0.069,0.452,0.293,False,False,True,False,False,423120,0.0,0.069,1.652,0.05672149744753262
lodz,apartmentBuilding,105.31,5.0,4.0,4.0,51.76273,19.46117,2.13,49.0,0.148,0.422,0.501,0.219,0.069,0.452,0.293,False,False,True,False,False,747701,0.0,0.069,1.652,0.04747887190200361
lodz,apartmentBuilding,75.59,4.0,3.0,4.0,51.76273,19.46117,2.13,49.0,0.148,0.422,0.501,0.219,0.069,0.452,0.293,False,False,True,False,False,642515,0.0,0.069,1.652,0.052917052520174625
lodz,blockOfFlats,27.0,1.0,3.0,4.0,51.7955,19.3614,6.61,0.0,0.574,4.534,1.031,0.802,0.694,2.452,0.838,False,True,False,False,True,249000,49.0,0.574,8.472999999999999,0.037037037037037035
lodz,apartmentBuilding,68.08,3.0,3.0,2.0,51.7629,19.4052,3.99,4.0,0.199,1.388,1.417,0.989,0.132,2.727,1.25,False,False,False,False,False,888000,6.0,0.132,5.375,0.044065804935370156
lodz,blockOfFlats,50.4,2.0,3.0,3.0,51.76273,19.46117,2.13,49.0,0.148,0.422,0.501,0.219,0.069,0.452,0.293,False,False,True,False,False,529200,0.0,0.069,1.652,0.03968253968253968
lodz,blockOfFlats,37.25,2.0,3.0,4.0,51.73322127,19.49096918,5.92,24.0,0.093,1.258,0.23,0.345,0.218,1.607,0.129,False,True,False,False,True,285000,49.0,0.093,2.273,0.053691275167785234
lodz,blockOfFlats,77.73,4.0,2.0,10.0,51.7934,19.4439,1.52,15.0,0.357,0.815,0.43,0.072,0.173,0.926,0.344,False,True,True,False,True,499000,49.0,0.072,2.191,0.05146018268364853
lodz,tenement,73.28,4.0,4.0,4.0,51.7644,19.4529,1.91,54.0,0.095,0.252,0.303,0.215,0.194,0.988,0.06,True,False,False,False,True,550000,114.0,0.06,1.119,0.05458515283842795
lodz,blockOfFlats,32.79,2.0,3.0,4.0,51.76273,19.46117,2.13,49.0,0.148,0.422,0.501,0.219,0.069,0.452,0.293,False,False,False,False,False,285273,0.0,0.069,1.652,0.060994205550472705
lodz,blockOfFlats,77.66,3.0,1.0,8.0,51.821,19.4372,4.55,15.0,0.553,0.357,0.44,0.406,0.249,3.24,0.338,True,True,True,True,True,650000,1.0,0.249,2.3430000000000004,0.03862992531547772
lodz,blockOfFlats,46.5,2.0,1.0,4.0,51.7879291,19.42818,1.96,20.0,0.219,0.475,0.319,0.3,0.336,0.678,0.066,True,True,False,False,True,385000,61.0,0.066,1.715,0.043010752688172046
lodz,unknown,55.97,3.0,3.0,10.0,51.74391295,19.41267434,5.09,13.0,0.126,0.232,0.279,0.246,0.342,2.828,0.255,True,True,False,False,False,455000,50.0,0.126,1.48,0.05360014293371449
lodz,blockOfFlats,58.0,4.0,2.0,4.0,51.73045,19.47301,5.81,23.0,0.333,0.522,0.192,0.063,0.258,0.333,0.009,True,True,False,False,True,620000,64.0,0.009,1.3769999999999998,0.06896551724137931
lodz,apartmentBuilding,40.18,2.0,2.0,4.0,51.7362152,19.4082221,5.97,0.0,0.905,1.113,0.55,0.653,0.664,2.995,0.55,True,True,True,True,False,520000,3.0,0.55,4.435,0.049776007964161276
lodz,blockOfFlats,60.0,2.0,5.0,6.0,51.7772,19.4519,0.52,54.0,0.267,0.281,0.397,0.12,0.127,0.666,0.188,False,False,True,False,True,440000,66.0,0.12,1.38,0.03333333333333333
lodz,blockOfFlats,47.15,3.0,3.0,11.0,51.73342,19.49802,6.12,24.0,0.107,1.697,0.395,0.174,0.225,2.087,0.12,False,True,False,False,True,330000,49.0,0.107,2.718,0.06362672322375398
lodz,blockOfFlats,42.44,2.0,3.0,4.0,51.73017,19.48778,6.14,13.0,0.258,1.121,0.196,0.122,0.504,1.345,0.3,False,True,False,False,True,330000,49.0,0.122,2.501,0.047125353440150806
lodz,blockOfFlats,38.22,2.0,2.0,10.0,51.746,19.4939,4.78,20.0,0.407,0.986,0.174,0.118,0.201,2.514,0.153,True,True,True,False,True,325000,54.0,0.118,2.039,0.052328623757195186
lodz,blockOfFlats,37.0,2.0,2.0,4.0,51.7436601,19.5000437,5.24,13.0,0.098,1.46,0.589,0.258,0.346,2.67,0.201,False,False,False,False,True,374000,49.0,0.098,2.9520000000000004,0.05405405405405406
lodz,blockOfFlats,50.07,2.0,3.0,4.0,51.71693,19.49134,7.61,18.0,0.135,0.353,0.375,0.249,0.34,2.148,0.369,False,False,False,False,True,330000,42.0,0.135,1.8210000000000002,0.039944078290393446
lodz,blockOfFlats,37.86,2.0,11.0,11.0,51.7862,19.4591,0.6,24.0,0.393,0.472,0.484,0.245,0.593,0.473,0.108,True,False,True,False,True,309000,54.0,0.108,2.295,0.05282620179609086
lodz,unknown,59.0,3.0,4.0,10.0,51.7811,19.4537,0.09,47.0,0.313,0.707,0.582,0.181,0.028,0.286,0.206,False,False,False,True,False,442000,49.0,0.028,2.017,0.05084745762711865
lodz,blockOfFlats,36.0,2.0,9.0,10.0,51.7322929,19.4999381,6.29,18.0,0.195,1.662,0.57,0.094,0.301,2.198,0.049,False,True,True,False,True,369000,42.0,0.049,2.871,0.05555555555555555
lodz,blockOfFlats,37.0,2.0,5.0,10.0,51.726558,19.46573788,6.16,14.0,0.123,1.077,0.385,0.252,0.48,0.411,0.33,False,True,True,False,True,369000,40.0,0.123,2.6470000000000002,0.05405405405405406
lodz,blockOfFlats,46.95,2.0,3.0,10.0,51.7951907,19.44463333,1.67,17.0,0.274,0.94,0.313,0.114,0.16,1.123,0.14,True,True,True,False,True,345000,49.0,0.114,1.9409999999999998,0.042598509052183174
lodz,blockOfFlats,43.8,2.0,4.0,4.0,51.7347,19.502,6.14,16.0,0.132,1.963,0.503,0.21,0.137,2.384,0.16,True,True,False,False,True,306000,54.0,0.132,3.1050000000000004,0.04566210045662101
lodz,tenement,78.0,4.0,3.0,3.0,51.7723494,19.4520467,1.04,43.0,0.139,0.274,0.294,0.128,0.24,1.144,0.235,False,False,False,False,True,450000,164.0,0.128,1.31,0.05128205128205128
lodz,blockOfFlats,39.5,2.0,3.0,4.0,51.77404,19.42591,2.15,11.0,0.223,0.648,0.182,0.225,0.288,1.406,0.104,False,False,False,False,True,217250,64.0,0.104,1.6700000000000002,0.05063291139240506
lodz,blockOfFlats,62.0,3.0,3.0,10.0,51.79259,19.45195,1.25,21.0,0.184,0.398,0.375,0.284,0.203,0.967,0.13,False,True,True,False,False,520000,49.0,0.13,1.5740000000000003,0.04838709677419355
lodz,blockOfFlats,51.46,3.0,1.0,4.0,51.79959,19.46369,2.1,10.0,0.399,1.292,0.466,0.108,0.302,1.995,0.379,False,True,False,False,False,495000,49.0,0.108,2.946,0.05829770695685969
lodz,apartmentBuilding,65.46,3.0,1.0,6.0,51.75059,19.49625,4.47,8.0,0.142,0.925,0.365,0.485,0.335,2.406,0.343,False,True,True,True,False,580000,15.0,0.142,2.5949999999999998,0.04582951420714941
lodz,blockOfFlats,57.8,3.0,1.0,3.0,51.78093,19.45301,0.14,47.0,0.362,0.687,0.531,0.221,0.024,0.337,0.253,False,True,False,False,False,577000,64.0,0.024,2.0780000000000003,0.051903114186851215
lodz,blockOfFlats,65.0,3.0,7.0,10.0,51.762299,19.475289,2.56,13.0,0.106,0.568,0.811,0.377,0.266,0.594,0.405,False,True,True,False,False,599000,33.0,0.106,2.5330000000000004,0.046153846153846156
lodz,blockOfFlats,56.0,2.0,4.0,4.0,51.7407,19.48,4.86,5.0,0.369,0.785,0.761,0.629,0.046,1.447,0.381,False,True,False,False,False,389000,35.0,0.046,2.971,0.03571428571428571
lodz,tenement,38.04,2.0,3.0,3.0,51.76802335,19.44203769,1.74,14.0,0.254,0.608,0.275,0.322,0.278,1.786,0.254,True,False,False,False,True,245000,49.0,0.254,1.991,0.052576235541535225
lodz,blockOfFlats,96.31,4.0,4.0,5.0,51.762,19.495,3.52,6.0,0.345,0.609,0.396,0.518,0.241,1.14,0.295,True,True,False,True,False,669000,27.0,0.241,2.404,0.04153255113695359
lodz,apartmentBuilding,48.28,2.0,3.0,4.0,51.7387797,19.4062463,5.81,6.0,0.664,0.889,0.234,0.398,0.348,3.166,0.235,True,True,True,True,True,440000,49.0,0.234,2.768,0.041425020712510356
lodz,blockOfFlats,35.34,2.0,5.0,11.0,51.7568089,19.531722,5.97,28.0,0.066,0.103,0.305,0.052,0.151,1.904,0.115,False,False,True,False,True,346000,46.0,0.052,0.792,0.05659309564233163
lodz,blockOfFlats,39.98,2.0,4.0,4.0,51.73393,19.48797,5.76,20.0,0.191,1.042,0.229,0.127,0.381,1.429,0.137,False,True,False,True,False,317900,49.0,0.127,2.107,0.05002501250625313
lodz,unknown,65.0,3.0,4.0,8.0,51.8064416,19.460037,2.8,1.0,0.452,1.93,0.819,0.6,0.592,2.594,0.91,False,False,True,False,False,688888,49.0,0.452,5.303,0.046153846153846156
lodz,blockOfFlats,30.15,1.0,2.0,4.0,51.74192,19.46835,4.5,11.0,0.212,0.818,0.452,0.058,0.573,1.039,0.277,False,True,True,True,False,395000,4.0,0.058,2.39,0.03316749585406302
lodz,blockOfFlats,37.6,2.0,3.0,4.0,51.77132,19.4987,3.23,3.0,0.299,1.344,1.362,0.803,0.716,0.493,0.59,False,True,False,False,True,320000,56.0,0.299,5.114,0.05319148936170213
lodz,blockOfFlats,52.97,3.0,1.0,4.0,51.74918,19.41323,4.59,19.0,0.116,0.013,0.196,0.096,0.174,2.742,0.025,False,True,False,False,False,460000,50.0,0.013,0.62,0.056635831602794035
lodz,apartmentBuilding,63.7,2.0,3.0,3.0,51.76273,19.46117,2.13,49.0,0.148,0.422,0.501,0.219,0.069,0.452,0.293,False,False,True,False,False,649740,0.0,0.069,1.652,0.03139717425431711
lodz,blockOfFlats,49.06,2.0,1.0,4.0,51.73718,19.44463,4.98,9.0,0.201,1.964,0.602,0.13,0.122,0.597,0.507,False,True,False,False,False,380000,59.0,0.122,3.526,0.040766408479412965
lodz,blockOfFlats,45.0,2.0,4.0,11.0,51.79684,19.44699,1.79,19.0,0.252,0.978,0.212,0.337,0.31,1.315,0.118,False,True,True,False,True,485000,49.0,0.118,2.207,0.044444444444444446
lodz,blockOfFlats,63.0,3.0,8.0,11.0,51.74839515,19.39670563,5.43,25.0,0.342,0.227,0.474,0.36,0.185,3.879,0.063,False,True,True,False,True,450000,49.0,0.063,1.651,0.047619047619047616
lodz,unknown,37.0,2.0,4.0,4.0,51.7709,19.4697,1.56,18.0,0.433,0.395,0.392,0.42,0.104,0.539,0.127,False,False,False,False,True,375000,34.0,0.104,1.8710000000000002,0.05405405405405406
lodz,blockOfFlats,37.0,2.0,3.0,4.0,51.7387638,19.5008057,5.71,16.0,0.165,1.893,0.449,0.101,0.233,2.448,0.088,True,False,False,False,True,339900,64.0,0.088,2.929,0.05405405405405406
lodz,blockOfFlats,37.0,2.0,2.0,4.0,51.79186665,19.38921815,4.65,9.0,0.158,2.802,0.638,0.21,0.28,0.52,0.19,False,True,False,True,False,352000,52.0,0.158,4.2780000000000005,0.05405405405405406
lodz,blockOfFlats,37.2,2.0,9.0,11.0,51.73601165,19.49729359,5.84,26.0,0.23,1.678,0.148,0.112,0.222,2.112,0.175,True,True,True,True,False,343000,54.0,0.112,2.565,0.05376344086021505
lodz,unknown,36.11,2.0,3.0,10.0,51.7571817,19.54277065,6.63,30.0,0.185,0.538,0.436,0.049,0.082,2.33,0.077,False,True,True,True,False,320000,44.0,0.049,1.367,0.055386319579063974
lodz,unknown,46.73,3.0,4.0,4.0,51.72535445,19.45226914,6.25,8.0,0.113,1.794,0.293,0.192,0.347,0.957,0.319,True,True,False,True,False,390000,50.0,0.113,3.0580000000000003,0.06419858763107213
lodz,apartmentBuilding,65.45,3.0,3.0,5.0,51.7494923,19.4992929,4.7,10.0,0.307,0.949,0.41,0.287,0.367,2.562,0.338,False,True,True,True,False,580000,15.0,0.287,2.658,0.045836516424751714
lodz,tenement,97.5,3.0,4.0,4.0,51.7675715,19.4440008,1.72,16.0,0.34,0.521,0.416,0.274,0.162,1.643,0.215,True,False,False,True,False,599000,74.0,0.162,1.928,0.03076923076923077
lodz,blockOfFlats,27.35,2.0,2.0,2.0,51.8299,19.42606,5.73,3.0,0.52,0.477,0.884,0.11,0.557,2.027,0.921,True,False,False,True,False,278000,64.0,0.11,3.4690000000000003,0.07312614259597806
lodz,apartmentBuilding,41.16,2.0,2.0,7.0,51.77234,19.47502,1.73,12.0,0.418,0.312,0.76,0.306,0.263,0.419,0.296,False,True,False,True,False,540000,1.0,0.263,2.355,0.04859086491739553
lodz,tenement,105.5,4.0,2.0,4.0,51.77246451,19.47457191,1.69,12.0,0.402,0.28,0.732,0.275,0.236,0.399,0.269,True,True,False,True,False,910000,92.0,0.236,2.194,0.037914691943127965
lodz,blockOfFlats,38.0,2.0,2.0,4.0,51.743333,19.562219,8.53,11.0,0.056,2.284,0.198,0.162,0.42,4.368,0.47,False,True,False,False,True,310000,34.0,0.056,3.59,0.05263157894736842
lodz,tenement,101.8,4.0,3.0,4.0,51.7617722,19.45440702,2.19,44.0,0.197,0.434,0.53,0.12,0.103,0.926,0.364,True,False,False,False,True,753320,114.0,0.103,1.7480000000000002,0.03929273084479371
lodz,tenement,109.69,5.0,2.0,5.0,51.7636249,19.4699159,2.25,14.0,0.444,0.862,0.43,0.555,0.264,0.195,0.585,False,False,False,True,True,789000,49.0,0.264,3.1399999999999997,0.045583006655118975
lodz,apartmentBuilding,80.28,4.0,1.0,3.0,51.7801426,19.3969318,3.98,1.0,0.705,1.557,0.568,1.252,0.447,1.037,0.591,True,True,False,False,False,792000,7.0,0.447,5.12,0.04982561036372696
lodz,apartmentBuilding,60.0,4.0,3.0,4.0,51.7629,19.44567,2.16,19.0,0.233,0.019,0.297,0.205,0.145,1.493,0.178,False,True,True,True,False,540000,4.0,0.019,1.077,0.06666666666666667
lodz,blockOfFlats,32.0,1.0,1.0,3.0,51.7891235650188,19.445239071295,1.07,16.0,0.093,0.645,0.29,0.368,0.18,0.449,0.165,False,False,False,False,True,250000,49.0,0.093,1.7409999999999999,0.03125
lodz,apartmentBuilding,41.0,2.0,2.0,7.0,51.7593816,19.470554,2.69,7.0,0.302,0.612,0.851,0.329,0.23,0.587,0.41,False,True,True,True,False,525000,1.0,0.23,2.734,0.04878048780487805
lodz,unknown,31.0,1.0,2.0,11.0,51.746236,19.41359477,4.84,19.0,0.223,0.118,0.294,0.056,0.141,2.729,0.11,False,False,True,False,True,285000,45.0,0.056,0.9420000000000001,0.03225806451612903
lodz,tenement,41.82,2.0,3.0,4.0,51.77026,19.45068,1.28,44.0,0.313,0.523,0.191,0.048,0.305,1.322,0.219,False,True,False,True,False,339950,49.0,0.048,1.5990000000000002,0.04782400765184122
lodz,tenement,56.07,3.0,2.0,4.0,51.77026,19.45068,1.28,44.0,0.313,0.523,0.191,0.048,0.305,1.322,0.219,False,False,False,True,False,448120,49.0,0.048,1.5990000000000002,0.05350454788657036
lodz,blockOfFlats,37.0,2.0,5.0,10.0,51.7753,19.4213,2.4,13.0,0.125,0.399,0.242,0.121,0.428,1.192,0.194,False,False,True,False,True,315000,49.0,0.121,1.509,0.05405405405405406
lodz,apartmentBuilding,50.43,2.0,2.0,3.0,51.7139,19.4984,8.1,2.0,0.396,0.932,0.867,0.572,0.789,2.735,0.544,False,True,False,False,False,499000,13.0,0.396,4.1000000000000005,0.039658933174697604
lodz,unknown,50.43,2.0,2.0,3.0,51.7139,19.4984,8.1,2.0,0.396,0.932,0.867,0.572,0.789,2.735,0.544,False,False,False,False,False,499000,49.0,0.396,4.1000000000000005,0.039658933174697604
lodz,blockOfFlats,36.74,2.0,2.0,4.0,51.76464,19.53913,6.1,0.0,0.591,0.938,0.942,0.633,0.541,1.623,0.709,False,False,False,False,True,284000,59.0,0.541,4.354,0.05443658138268916
lodz,blockOfFlats,45.0,2.0,3.0,4.0,51.79598273,19.38546181,5.03,15.0,0.206,3.317,0.149,0.34,0.316,1.011,0.236,False,True,False,False,False,314900,46.0,0.149,4.564,0.044444444444444446
lodz,blockOfFlats,50.07,2.0,8.0,11.0,51.71725275,19.48665158,7.47,26.0,0.404,0.061,0.163,0.249,0.049,1.894,0.046,False,False,True,False,True,355000,41.0,0.046,0.9720000000000001,0.039944078290393446
lodz,blockOfFlats,42.42,2.0,4.0,10.0,51.74967047,19.39198494,5.59,16.0,0.163,0.499,0.596,0.356,0.407,4.205,0.301,True,True,True,False,True,375000,47.0,0.163,2.322,0.04714757190004715
lodz,tenement,54.24,3.0,3.0,5.0,51.7657273,19.4593672,1.78,68.0,0.321,0.229,0.297,0.159,0.145,0.568,0.14,False,False,True,False,False,520000,112.0,0.14,1.291,0.05530973451327433
lodz,blockOfFlats,47.0,3.0,3.0,4.0,51.733542,19.4835716,5.69,20.0,0.094,0.752,0.213,0.071,0.171,1.129,0.253,False,True,False,False,True,328700,49.0,0.071,1.5539999999999998,0.06382978723404255
lodz,blockOfFlats,42.42,2.0,4.0,4.0,51.75012,19.41019,4.65,19.0,0.169,0.246,0.429,0.18,0.142,2.955,0.119,False,True,False,False,False,339000,44.0,0.119,1.285,0.04714757190004715
lodz,blockOfFlats,46.0,2.0,2.0,3.0,51.77314,19.45943,0.98,44.0,0.13,0.481,0.157,0.172,0.235,0.818,0.227,False,False,False,False,False,319000,49.0,0.13,1.402,0.043478260869565216
lodz,tenement,57.55,3.0,3.0,4.0,51.76982,19.44806,1.38,22.0,0.184,0.643,0.344,0.141,0.16,1.459,0.036,False,False,False,True,False,389900,124.0,0.036,1.5079999999999998,0.05212858384013901
lodz,blockOfFlats,46.74,2.0,3.0,3.0,51.72143,19.44375,6.72,5.0,0.718,2.104,0.994,0.215,0.124,1.492,0.288,True,False,False,False,False,390000,18.0,0.124,4.443,0.042789901583226354
lodz,apartmentBuilding,51.0,2.0,4.0,5.0,51.74972,19.5665,8.46,6.0,0.732,2.231,0.338,0.324,0.744,4.113,0.331,False,True,False,False,False,599000,9.0,0.324,4.7,0.0392156862745098
lodz,blockOfFlats,37.4,2.0,2.0,4.0,51.79598273,19.38546181,5.03,15.0,0.206,3.317,0.149,0.34,0.316,1.011,0.236,False,True,False,False,False,354000,57.0,0.149,4.564,0.053475935828877004
lodz,blockOfFlats,45.13,2.0,1.0,4.0,51.7920939,19.4065806,3.52,11.0,0.09,1.995,0.323,0.487,0.753,0.409,0.274,True,True,False,False,True,360000,54.0,0.09,3.922,0.044316419233325945
lodz,blockOfFlats,37.0,2.0,10.0,11.0,51.7288124,19.4882162,6.3,8.0,0.246,0.976,0.342,0.215,0.579,1.38,0.454,False,True,True,False,False,305000,49.0,0.215,2.8120000000000003,0.05405405405405406
lodz,blockOfFlats,46.0,2.0,4.0,10.0,51.75921625,19.54013297,6.38,28.0,0.391,0.526,0.405,0.118,0.063,2.043,0.146,True,True,True,False,True,385000,49.0,0.063,1.6489999999999998,0.043478260869565216
lodz,blockOfFlats,93.11,3.0,4.0,4.0,51.704746,19.475695,8.66,3.0,0.281,1.519,1.428,0.254,1.128,2.845,0.315,True,True,False,True,False,710000,49.0,0.254,4.925,0.032219954892063155
lodz,blockOfFlats,61.0,3.0,11.0,11.0,51.7407,19.48,4.86,5.0,0.369,0.785,0.761,0.629,0.046,1.447,0.381,False,False,True,False,False,400000,49.0,0.046,2.971,0.04918032786885246
lodz,blockOfFlats,25.5,1.0,5.0,10.0,51.78527,19.42951,1.79,17.0,0.283,0.526,0.47,0.132,0.533,0.735,0.141,False,True,True,False,True,245000,54.0,0.132,2.085,0.0392156862745098
lodz,blockOfFlats,61.99,3.0,4.0,4.0,51.7138,19.48496,7.81,17.0,0.258,0.38,0.24,0.157,0.117,2.129,0.41,False,False,False,False,False,496000,39.0,0.117,1.5619999999999998,0.048394902403613486
lodz,blockOfFlats,42.98,2.0,4.0,11.0,51.74839515,19.39670563,5.43,25.0,0.342,0.227,0.474,0.36,0.185,3.879,0.063,False,True,True,False,False,370000,49.0,0.063,1.651,0.04653327128897162
lodz,blockOfFlats,57.3,3.0,4.0,4.0,51.7571393,19.549191,7.04,12.0,0.272,0.964,0.069,0.308,0.49,2.666,0.107,True,True,False,False,True,419000,46.0,0.069,2.21,0.05235602094240838
lodz,blockOfFlats,47.5,2.0,1.0,4.0,51.79598273,19.38546181,5.03,15.0,0.206,3.317,0.149,0.34,0.316,1.011,0.236,True,False,False,False,True,399000,57.0,0.149,4.564,0.042105263157894736
lodz,unknown,43.35,3.0,1.0,4.0,51.73298,19.44864,5.41,19.0,0.038,1.692,0.277,0.143,0.246,0.228,0.058,True,True,False,False,False,409500,49.0,0.038,2.4539999999999997,0.06920415224913494
lodz,blockOfFlats,54.3,3.0,1.0,4.0,51.79587,19.453,1.6,21.0,0.214,0.726,0.267,0.147,0.179,1.324,0.249,False,False,False,False,False,650000,42.0,0.147,1.782,0.05524861878453039
lodz,unknown,32.5,1.0,3.0,2.0,51.7938,19.4142,3.11,7.0,0.433,1.546,0.15,0.437,0.601,0.274,0.142,False,False,False,False,True,200000,74.0,0.142,3.3089999999999997,0.03076923076923077
lodz,blockOfFlats,62.19,3.0,2.0,4.0,51.82052,19.44721,4.37,10.0,0.446,0.661,0.206,0.342,0.423,3.644,0.215,False,True,False,False,False,490000,49.0,0.206,2.2929999999999997,0.0482392667631452
lodz,apartmentBuilding,72.0,3.0,2.0,5.0,51.76524,19.47713,2.37,15.0,0.214,0.422,0.809,0.128,0.231,0.688,0.234,True,True,True,False,False,648000,16.0,0.128,2.0380000000000003,0.041666666666666664
lodz,blockOfFlats,45.0,3.0,2.0,4.0,51.78879,19.48474,2.21,11.0,0.245,1.851,0.49,0.477,0.226,1.455,0.23,False,True,False,True,False,370000,67.0,0.226,3.519,0.06666666666666667
lodz,blockOfFlats,61.0,2.0,3.0,3.0,51.77436,19.48558,2.26,9.0,0.342,0.957,0.65,0.451,0.612,0.439,0.212,False,False,False,True,True,385000,94.0,0.212,3.224,0.03278688524590164
lodz,blockOfFlats,48.0,2.0,3.0,5.0,51.78584911,19.46556568,0.89,13.0,0.122,0.851,0.324,0.141,0.494,0.694,0.014,True,True,True,False,True,349000,64.0,0.014,1.946,0.041666666666666664
lodz,unknown,49.15,2.0,10.0,11.0,51.8238951,19.4295011,5.02,8.0,0.287,0.234,0.189,0.191,0.165,2.736,0.215,True,True,True,False,True,428000,41.0,0.165,1.2810000000000001,0.04069175991861648
lodz,blockOfFlats,41.84,2.0,2.0,3.0,51.7903205,19.4756884,1.74,18.0,0.148,1.453,0.181,0.236,0.32,1.422,0.112,True,True,False,False,True,385000,59.0,0.112,2.4499999999999997,0.04780114722753346
lodz,blockOfFlats,45.4,2.0,3.0,4.0,51.7299898074156,19.5025076581877,6.6,9.0,0.147,1.585,0.882,0.055,0.582,2.359,0.274,False,False,False,False,True,320000,60.0,0.055,3.525,0.04405286343612335
lodz,tenement,82.48,3.0,1.0,2.0,51.7743,19.4549,0.8,40.0,0.067,0.144,0.016,0.223,0.067,0.882,0.134,True,False,False,True,True,700000,49.0,0.016,0.6509999999999999,0.036372453928225024
lodz,blockOfFlats,54.0,3.0,1.0,4.0,51.7964367125733,19.4505743408701,1.68,22.0,0.228,0.829,0.144,0.155,0.342,1.322,0.31,False,True,False,False,True,650000,49.0,0.144,2.008,0.05555555555555555
lodz,blockOfFlats,61.56,3.0,2.0,4.0,51.7385,19.40887,5.73,4.0,0.648,0.855,0.374,0.399,0.475,2.982,0.387,False,True,False,False,True,427000,50.0,0.374,3.1380000000000003,0.04873294346978557
lodz,blockOfFlats,74.05,3.0,1.0,3.0,51.73658,19.42833,5.32,2.0,0.97,1.536,0.25,1.063,0.793,1.626,0.259,False,True,False,True,False,695000,17.0,0.25,4.871,0.04051316677920324
lodz,blockOfFlats,45.0,2.0,1.0,4.0,51.79598273,19.38546181,5.03,15.0,0.206,3.317,0.149,0.34,0.316,1.011,0.236,False,True,False,False,True,360000,54.0,0.149,4.564,0.044444444444444446
lodz,blockOfFlats,51.09,2.0,3.0,3.0,51.7578283,19.4115513,3.97,4.0,0.379,0.97,1.08,0.305,0.476,3.036,0.665,False,False,False,False,False,480000,49.0,0.305,3.8750000000000004,0.03914660403210021
lodz,blockOfFlats,28.2,1.0,5.0,10.0,51.79598273,19.38546181,5.03,15.0,0.206,3.317,0.149,0.34,0.316,1.011,0.236,True,True,True,False,True,275000,49.0,0.149,4.564,0.03546099290780142
lodz,unknown,31.81,1.0,1.0,1.0,51.72441,19.49,6.8,3.0,0.489,0.553,0.422,0.414,0.525,1.618,0.558,False,False,False,False,False,220360,49.0,0.414,2.9610000000000003,0.03143665513989312
lodz,apartmentBuilding,65.46,3.0,1.0,6.0,51.7492203,19.4954929,4.55,11.0,0.066,0.908,0.205,0.362,0.174,2.552,0.187,True,False,True,False,False,580000,15.0,0.066,1.902,0.04582951420714941
lodz,apartmentBuilding,65.46,3.0,3.0,6.0,51.74706665,19.50442314,5.13,3.0,0.387,0.996,0.703,0.292,0.667,2.913,0.304,False,True,True,False,False,580000,15.0,0.292,3.3489999999999998,0.04582951420714941
lodz,apartmentBuilding,100.0,4.0,10.0,10.0,51.7365944439647,19.4720146909524,5.13,17.0,0.244,0.174,0.165,0.113,0.234,0.787,0.144,True,True,True,True,False,980000,12.0,0.113,1.0739999999999998,0.04
lodz,apartmentBuilding,64.46,3.0,1.0,6.0,51.74884462,19.4920209,4.45,15.0,0.214,0.702,0.21,0.261,0.067,2.375,0.204,True,False,True,False,False,580000,15.0,0.067,1.658,0.046540490226497054
lodz,apartmentBuilding,53.17,2.0,1.0,6.0,51.7492203,19.4954929,4.55,11.0,0.066,0.908,0.205,0.362,0.174,2.552,0.187,True,True,True,True,False,580000,15.0,0.066,1.902,0.037615196539401916
lodz,unknown,65.46,3.0,1.0,4.0,51.74911,19.4944,4.52,14.0,0.068,0.84,0.174,0.32,0.157,2.515,0.176,False,True,False,False,False,580000,15.0,0.068,1.7349999999999999,0.04582951420714941
lodz,apartmentBuilding,43.0,2.0,3.0,2.0,51.7736836,19.3892859,4.59,1.0,0.722,1.879,0.557,1.06,0.556,1.806,0.487,False,False,False,False,False,510000,1.0,0.487,5.261,0.046511627906976744
lodz,blockOfFlats,65.46,3.0,1.0,6.0,51.7494,19.49933,4.71,10.0,0.31,0.954,0.407,0.276,0.364,2.573,0.334,False,False,False,True,False,580000,15.0,0.276,2.645,0.04582951420714941
lodz,tenement,65.0,4.0,4.0,4.0,51.77100038,19.44421291,1.38,19.0,0.126,0.731,0.411,0.405,0.207,1.535,0.193,True,False,False,False,True,539000,64.0,0.126,2.073,0.06153846153846154
lodz,blockOfFlats,42.0,2.0,3.0,4.0,51.7911186,19.47690755,1.86,19.0,0.263,1.545,0.108,0.244,0.355,1.52,0.062,False,True,False,False,True,379000,61.0,0.062,2.577,0.047619047619047616
lodz,apartmentBuilding,55.0,3.0,2.0,3.0,51.7885,19.4922,2.69,1.0,0.744,2.124,0.987,0.783,0.055,1.562,0.683,False,True,True,True,False,687500,1.0,0.055,5.376,0.05454545454545454
lodz,apartmentBuilding,55.0,3.0,2.0,3.0,51.7885,19.4922,2.69,1.0,0.744,2.124,0.987,0.783,0.055,1.562,0.683,False,True,True,True,False,709000,1.0,0.055,5.376,0.05454545454545454
