city,type,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,building_age,nearset_poi_distance,poi_sum_distance,rooms_per_m2
krakow,blockOfFlats,52.5,2.0,1.0,4.0,49.99825021,19.87958908,7.61,0.0,1.202,1.963,1.163,1.177,1.182,4.7036999999999995,1.032,True,True,True,False,True,734500,2.0,1.032,7.719000000000001,0.0380952380952381
krakow,apartmentBuilding,54.78,3.0,1.0,4.0,50.066533,19.964733,2.25,17.0,0.346,0.073,0.58,0.598,0.115,0.291,0.146,True,True,True,False,False,1232550,1.0,0.073,1.8579999999999999,0.054764512595837894
krakow,apartmentBuilding,39.89,2.0,7.0,9.0,50.0246042,19.9619762,3.8,3.0,0.307,0.734,0.379,0.654,0.211,2.048,0.76,True,True,True,False,False,730000,5.0,0.211,3.045,0.0501378791677112
krakow,apartmentBuilding,40.48,2.0,2.0,4.0,50.0663367,19.9625195,2.11,17.0,0.349,0.097,0.422,0.585,0.122,0.192,0.274,False,True,True,False,False,951280,1.0,0.097,1.8489999999999998,0.049407114624505935
krakow,unknown,43.03,2.0,1.0,4.0,50.09851,19.92601,4.89,3.0,0.672,1.051,0.487,0.219,0.629,1.685,0.475,False,True,False,False,False,629000,19.0,0.219,3.533,0.04647920055775041
krakow,blockOfFlats,51.0,2.0,1.0,3.0,49.98603,19.90649,8.03,0.0,0.749,1.281,1.619,0.668,1.589,4.324,1.677,True,True,False,False,False,790000,4.0,0.668,7.583,0.0392156862745098
krakow,blockOfFlats,33.67,1.0,2.0,3.0,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,False,True,False,False,True,560000,24.0,0.117,1.333,0.0297000297000297
krakow,blockOfFlats,35.62,2.0,2.0,3.0,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,False,False,False,False,True,613000,24.0,0.117,1.333,0.05614823133071309
krakow,apartmentBuilding,45.0,2.0,3.0,5.0,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,False,True,True,True,False,769000,16.0,0.117,1.333,0.044444444444444446
krakow,blockOfFlats,38.0,2.0,9.0,10.0,50.07298,19.91558,2.56,30.0,0.36,0.103,0.126,0.208,0.088,0.056,0.145,False,False,True,False,False,680000,24.0,0.088,1.0299999999999998,0.05263157894736842
krakow,blockOfFlats,38.8,2.0,3.0,4.0,50.0839409,19.9597398,3.53,13.0,0.471,0.084,0.293,0.379,0.248,2.129,0.299,True,False,False,False,True,519000,54.0,0.084,1.7739999999999998,0.051546391752577324
krakow,apartmentBuilding,57.6,3.0,1.0,3.0,50.0165,19.9481,4.37,9.0,0.285,1.115,0.201,0.285,0.217,1.333,0.22,True,True,True,True,False,850000,10.0,0.201,2.323,0.05208333333333333
krakow,apartmentBuilding,43.34,2.0,3.0,5.0,50.0514,19.9386,0.43,98.0,0.21,0.523,0.15,0.148,0.05,0.353,0.194,True,True,True,True,False,1150000,8.0,0.05,1.275,0.046146746654360866
krakow,tenement,74.98,4.0,1.0,4.0,50.057799,19.9284627,0.76,32.0,0.131,0.234,0.03,0.741,0.026,0.58,0.07,False,False,False,False,True,999000,19.0,0.026,1.2320000000000002,0.05334755934915977
krakow,tenement,133.35,4.0,3.0,3.0,50.0663651,19.938351,1.23,118.0,0.03,0.355,0.254,0.14,0.11,0.223,0.172,False,False,False,False,False,2200000,110.0,0.03,1.061,0.029996250468691414
krakow,blockOfFlats,59.75,3.0,3.0,3.0,50.0193928,19.9574618,4.22,10.0,0.318,0.852,0.191,0.419,0.128,1.45,0.598,False,True,False,False,True,868000,32.0,0.128,2.506,0.0502092050209205
krakow,blockOfFlats,59.0,3.0,1.0,10.0,50.0117916,19.9772654,5.58,7.0,0.178,0.7,0.364,0.192,0.389,1.499,0.158,True,True,True,False,False,899000,9.0,0.158,1.9809999999999999,0.05084745762711865
krakow,blockOfFlats,66.64,3.0,1.0,2.0,50.080054,20.0376,7.59,30.0,0.114,1.699,0.347,0.184,0.481,0.451,0.068,False,True,False,False,True,866320,70.0,0.068,2.8930000000000002,0.045018007202881155
krakow,apartmentBuilding,50.08,2.0,3.0,5.0,50.10151845,19.95273535,5.24,3.0,0.566,1.047,0.647,0.465,0.105,2.576,0.621,True,False,True,False,False,899000,2.0,0.105,3.4509999999999996,0.039936102236421724
krakow,tenement,102.0,4.0,1.0,3.0,50.0721,19.9181,2.37,35.0,0.292,0.133,0.08,0.13,0.092,0.158,0.041,False,True,False,False,False,2200000,124.0,0.041,0.768,0.0392156862745098
krakow,unknown,34.0,1.0,3.0,2.0,50.07946,20.04325,7.95,35.0,0.178,1.535,0.086,0.043,0.147,0.733,0.233,False,False,False,True,False,510000,19.0,0.043,2.222,0.029411764705882353
krakow,unknown,61.0,2.0,3.0,3.0,50.05522,19.91782,1.47,10.0,0.067,0.198,0.23,0.688,0.379,0.78,0.138,False,True,False,False,True,1220000,94.0,0.067,1.6999999999999997,0.03278688524590164
krakow,apartmentBuilding,114.0,5.0,2.0,2.0,50.09642685,19.90794832,5.06,2.0,0.904,1.209,1.121,0.487,0.863,2.121,0.321,True,True,False,False,False,2250000,2.0,0.321,4.904999999999999,0.043859649122807015
krakow,blockOfFlats,63.0,2.0,2.0,2.0,50.04485,19.97308,2.73,8.0,0.935,0.818,0.209,0.54,0.153,1.744,0.138,True,True,False,False,False,890000,24.0,0.138,2.793,0.031746031746031744
krakow,blockOfFlats,30.54,1.0,8.0,10.0,50.0782494,19.896264,3.95,14.0,0.326,0.883,0.237,0.212,0.304,0.605,0.182,False,True,True,False,True,513072,27.0,0.182,2.144,0.03274394237066143
krakow,blockOfFlats,55.12,3.0,6.0,7.0,50.0931213,20.0250832,7.48,11.0,0.266,0.358,0.224,0.102,0.416,1.595,0.198,True,True,True,False,True,865000,12.0,0.102,1.5639999999999998,0.0544267053701016
krakow,blockOfFlats,40.29,2.0,3.0,8.0,50.094234,20.05451,9.35,8.0,0.194,1.799,0.216,0.168,0.194,2.436,0.099,True,True,True,False,True,550000,19.0,0.099,2.6700000000000004,0.04964010920824026
krakow,blockOfFlats,52.41,2.0,3.0,4.0,50.073903,20.0275707,6.69,15.0,0.26,1.601,0.027,0.092,0.118,0.552,0.064,False,True,False,False,True,650000,19.0,0.027,2.162,0.03816065636328945
krakow,blockOfFlats,35.0,2.0,2.0,3.0,50.0204118,19.9056567,4.53,15.0,0.947,0.224,0.187,0.242,0.168,2.768,0.222,False,True,False,False,False,545000,19.0,0.168,1.99,0.05714285714285714
krakow,unknown,134.0,4.0,3.0,3.0,50.0681,19.93765,1.42,73.0,0.08,0.455,0.235,0.07,0.068,0.418,0.076,False,True,False,False,False,2460000,19.0,0.068,0.9840000000000001,0.029850746268656716
krakow,unknown,36.0,2.0,3.0,3.0,50.06903,19.93676,1.53,44.0,0.176,0.517,0.299,0.178,0.131,0.461,0.047,False,True,False,False,True,608000,19.0,0.047,1.3479999999999999,0.05555555555555555
krakow,unknown,126.0,4.0,1.0,1.0,50.0682,19.8785,4.51,7.0,0.665,1.478,0.354,1.167,0.332,1.273,0.409,False,True,True,False,False,2150000,5.0,0.332,4.404999999999999,0.031746031746031744
krakow,blockOfFlats,49.7,2.0,1.0,3.0,50.07543945,20.05012572,8.28,15.0,0.122,1.113,0.442,0.123,0.545,1.17,0.325,False,False,True,False,True,815000,8.0,0.122,2.67,0.04024144869215292
krakow,tenement,87.8,4.0,3.0,3.0,50.0788598089515,19.920747836056,2.91,22.0,0.182,0.696,0.228,0.192,0.352,0.778,0.175,True,True,False,False,True,1570000,19.0,0.175,1.825,0.04555808656036447
krakow,apartmentBuilding,87.35,3.0,1.0,3.0,50.0443569,19.9294559,1.38,19.0,0.29,0.947,0.218,0.125,0.172,0.799,0.168,True,True,False,False,False,1490000,19.0,0.125,1.9199999999999997,0.03434459072696051
krakow,apartmentBuilding,119.91,5.0,3.0,5.0,50.046101,19.9317678,1.13,18.0,0.428,0.737,0.04,0.199,0.088,0.56,0.083,True,True,True,False,False,2290281,1.0,0.04,1.5750000000000002,0.04169794012175799
krakow,blockOfFlats,63.53,4.0,2.0,3.0,49.98857,19.90451,7.81,0.0,0.692,1.014,1.303,0.798,1.308,4.309,1.361,True,True,False,True,False,879000,7.0,0.692,6.476,0.06296237997796317
krakow,blockOfFlats,44.79,2.0,3.0,6.0,50.075265,19.9104023,2.99,13.0,0.414,0.416,0.556,0.336,0.186,0.501,0.032,True,True,True,False,True,835000,2.0,0.032,1.9400000000000002,0.044652824291136414
krakow,blockOfFlats,51.58,2.0,2.0,3.0,50.0844621,19.89597194,4.44,8.0,0.33,0.531,0.275,0.355,0.118,1.29,0.276,False,True,False,False,True,779000,20.0,0.118,1.885,0.038774718883288095
krakow,blockOfFlats,51.0,2.0,1.0,3.0,49.9860411,19.9064911,8.03,0.0,0.748,1.28,1.618,0.667,1.588,4.324,1.676,True,True,False,False,False,885000,4.0,0.667,7.577,0.0392156862745098
krakow,apartmentBuilding,95.09,3.0,4.0,4.0,50.0728819,19.8937955,3.74,9.0,0.215,0.597,0.707,0.302,0.245,0.07,0.563,True,True,True,False,False,2387709,1.0,0.215,2.6289999999999996,0.03154905878641287
krakow,apartmentBuilding,116.76,4.0,2.0,4.0,50.0728819,19.8937955,3.74,9.0,0.215,0.597,0.707,0.302,0.245,0.07,0.563,True,True,True,False,False,2143714,1.0,0.215,2.6289999999999996,0.0342583076396026
krakow,blockOfFlats,32.0,2.0,2.0,4.0,50.01260728,19.94943651,4.81,9.0,0.305,0.786,0.388,0.36,0.272,0.929,0.114,False,True,True,False,False,640000,8.0,0.114,2.2249999999999996,0.0625
krakow,tenement,52.21,3.0,1.0,3.0,50.0494649,19.9390308,0.65,84.0,0.145,0.325,0.285,0.148,0.175,0.138,0.283,False,False,False,False,False,920000,112.0,0.145,1.3609999999999998,0.057460256655813065
krakow,apartmentBuilding,56.26,2.0,2.0,6.0,50.0784469,19.9365713,2.58,12.0,0.562,0.162,0.494,0.461,0.268,0.715,0.44,True,True,True,False,True,1200000,3.0,0.162,2.387,0.03554923569143264
krakow,apartmentBuilding,62.0,3.0,3.0,5.0,50.0184623,19.8982567,5.0,26.0,0.819,0.238,0.166,0.243,0.116,3.171,0.147,False,False,True,False,False,930000,16.0,0.116,1.7289999999999999,0.04838709677419355
krakow,tenement,42.0,2.0,1.0,4.0,50.08491,19.93094,3.34,12.0,0.313,0.586,0.147,0.541,0.463,0.167,0.312,False,True,False,False,False,589000,59.0,0.147,2.362,0.047619047619047616
krakow,apartmentBuilding,67.5,2.0,4.0,5.0,50.0450303,19.9465851,1.28,57.0,0.258,0.399,0.307,0.483,0.049,0.655,0.143,False,True,True,False,False,1475000,16.0,0.049,1.639,0.02962962962962963
krakow,blockOfFlats,61.2,3.0,3.0,4.0,50.0468638,19.98272591,3.3,3.0,0.66,0.791,0.531,0.374,0.14,1.928,0.091,True,True,False,False,False,819000,23.0,0.091,2.5870000000000006,0.049019607843137254
krakow,tenement,34.92,1.0,1.0,2.0,50.045788,19.9524029,1.45,42.0,0.167,0.747,0.172,0.557,0.076,1.003,0.215,False,True,False,False,False,599000,104.0,0.076,1.9340000000000004,0.0286368843069874
krakow,apartmentBuilding,69.0,3.0,2.0,2.0,50.05806664,19.86514385,5.24,0.0,0.668,2.093,1.184,0.848,0.77,2.681,1.278,True,False,False,False,False,1380000,13.0,0.668,6.841000000000001,0.043478260869565216
krakow,apartmentBuilding,70.47,3.0,6.0,8.0,50.0455167,19.9328981,1.16,16.0,0.371,0.673,0.124,0.174,0.103,0.523,0.15,True,True,True,False,False,1761750,19.0,0.103,1.595,0.04257130693912303
krakow,blockOfFlats,65.0,4.0,3.0,3.0,50.02,19.972,4.6,8.0,0.088,0.546,0.436,0.08,0.369,1.815,0.304,False,True,False,True,True,959000,14.0,0.08,1.8230000000000002,0.06153846153846154
krakow,blockOfFlats,54.5,2.0,3.0,4.0,50.07715,20.02769,6.82,18.0,0.178,1.81,0.371,0.123,0.248,0.442,0.248,False,True,False,False,False,650000,64.0,0.123,2.9780000000000006,0.03669724770642202
krakow,apartmentBuilding,49.45,2.0,3.0,6.0,50.0947025,19.8847491,5.82,1.0,0.175,0.634,0.593,0.961,0.811,2.529,0.969,True,False,True,False,False,660630,1.0,0.175,4.143,0.04044489383215369
krakow,blockOfFlats,54.5,2.0,3.0,4.0,50.077991,20.027143,6.82,19.0,0.175,1.709,0.463,0.158,0.269,0.498,0.166,False,True,False,False,True,650000,65.0,0.158,2.94,0.03669724770642202
krakow,blockOfFlats,54.5,2.0,3.0,4.0,50.0794723,20.0278741,6.93,20.0,0.333,1.57,0.399,0.329,0.272,0.522,0.23,False,True,False,False,True,650000,65.0,0.23,3.1330000000000005,0.03669724770642202
krakow,blockOfFlats,43.0,2.0,3.0,3.0,50.01936,20.058879,9.48,0.0,1.226,3.852,0.591,0.716,0.694,4.319,0.667,False,True,False,False,False,729000,5.0,0.591,7.7459999999999996,0.046511627906976744
krakow,blockOfFlats,50.0,2.0,4.0,4.0,50.00987,19.95142,5.14,14.0,0.047,0.512,0.353,0.133,0.243,0.614,0.256,False,True,False,False,False,650000,19.0,0.047,1.5439999999999998,0.04
krakow,unknown,105.0,3.0,1.0,1.0,50.07179201,19.95840647,2.32,16.0,0.356,0.263,0.275,0.157,0.147,0.831,0.115,True,True,False,False,True,1799000,89.0,0.115,1.313,0.02857142857142857
krakow,tenement,50.0,2.0,3.0,4.0,50.051,19.945,0.67,151.0,0.161,0.463,0.328,0.373,0.011,0.535,0.154,False,False,False,False,True,1400000,102.0,0.011,1.4899999999999998,0.04
krakow,blockOfFlats,46.0,2.0,4.0,6.0,50.0349,19.9662,3.01,4.0,1.075,1.401,0.389,0.561,0.343,2.394,0.419,True,True,True,True,False,960000,8.0,0.343,4.188,0.043478260869565216
krakow,tenement,103.0,3.0,2.0,3.0,50.0605,19.9417,0.62,171.0,0.167,0.506,0.134,0.217,0.072,0.496,0.134,False,False,False,False,True,2300000,19.0,0.072,1.23,0.02912621359223301
krakow,blockOfFlats,53.0,2.0,5.0,7.0,50.0252505,19.9522441,3.48,8.0,0.853,0.108,0.343,0.158,0.195,2.141,0.267,True,True,True,False,True,955000,1.0,0.108,1.924,0.03773584905660377
krakow,apartmentBuilding,66.0,3.0,1.0,2.0,50.0921065,19.8851926,5.59,2.0,0.464,0.535,0.318,0.744,0.685,2.243,0.894,False,True,False,True,False,1100000,9.0,0.318,3.64,0.045454545454545456
krakow,unknown,74.0,3.0,3.0,4.0,50.05584378,19.90920067,2.09,4.0,0.371,0.784,0.649,0.706,0.21,0.681,0.662,False,False,True,False,False,1750000,19.0,0.21,3.3819999999999997,0.04054054054054054
krakow,unknown,53.0,2.0,5.0,7.0,50.0231,19.958,3.84,5.0,0.506,0.55,0.338,0.559,0.193,1.861,0.643,True,True,True,False,False,980000,1.0,0.193,2.7890000000000006,0.03773584905660377
krakow,tenement,92.0,3.0,3.0,3.0,50.0682806,19.9655698,2.42,15.0,0.425,0.262,0.674,0.43,0.17,0.481,0.301,False,False,False,False,False,1850000,19.0,0.17,2.262,0.03260869565217391
krakow,unknown,48.0,3.0,7.0,10.0,50.0713,19.9042,3.02,19.0,0.167,0.298,0.128,0.286,0.092,0.696,0.242,False,True,True,False,True,995000,54.0,0.092,1.213,0.0625
krakow,apartmentBuilding,74.8,3.0,4.0,10.0,50.0587852,19.9488243,0.84,46.0,0.11,0.274,0.203,0.327,0.079,0.581,0.027,False,True,True,False,False,2019600,2.0,0.027,1.0199999999999998,0.040106951871657755
krakow,tenement,119.17,6.0,1.0,2.0,50.0584464,19.95346463,1.13,37.0,0.17,0.306,0.123,0.291,0.196,0.381,0.097,False,False,False,False,False,1890000,124.0,0.097,1.1829999999999998,0.05034824200721658
krakow,blockOfFlats,48.1,2.0,3.0,3.0,50.1089683,19.9656001,6.27,1.0,0.707,1.943,0.887,0.902,0.302,3.202,0.815,False,True,False,False,False,695000,19.0,0.302,5.555999999999999,0.041580041580041575
krakow,tenement,80.67,3.0,1.0,4.0,50.06322,19.93924,0.88,194.0,0.035,0.402,0.463,0.491,0.035,0.146,0.177,False,False,False,False,True,1099000,19.0,0.035,1.603,0.03718854592785422
krakow,blockOfFlats,55.98,2.0,2.0,3.0,50.0128786,19.9102403,5.13,3.0,0.797,0.665,0.713,0.416,0.735,3.493,0.652,False,True,False,False,False,725000,16.0,0.416,3.978,0.03572704537334763
krakow,blockOfFlats,40.0,2.0,2.0,6.0,50.0555,19.9592,1.48,18.0,0.181,0.225,0.544,0.117,0.173,0.332,0.303,True,True,True,True,True,699000,64.0,0.117,1.5430000000000001,0.05
krakow,blockOfFlats,54.51,3.0,1.0,10.0,50.0771833,19.8801541,4.82,7.0,0.206,0.536,0.409,0.343,0.479,1.147,0.511,False,True,True,False,True,928000,50.0,0.206,2.484,0.055035773252614203
krakow,unknown,48.0,3.0,7.0,10.0,50.07223,19.9059,2.99,20.0,0.284,0.456,0.225,0.384,0.147,0.722,0.098,False,True,False,False,False,995000,19.0,0.098,1.594,0.0625
krakow,unknown,116.65,4.0,1.0,1.0,50.0687525,19.8511709,6.41,1.0,1.121,2.754,1.408,2.154,0.35,3.145,1.797,False,True,False,False,False,2041375,1.0,0.35,9.584,0.03429061294470639
krakow,blockOfFlats,53.2,3.0,7.0,7.0,50.0946019,20.0224975,7.42,14.0,0.416,0.273,0.135,0.312,0.353,1.424,0.184,False,True,True,False,True,829000,16.0,0.135,1.673,0.05639097744360902
krakow,unknown,44.0,2.0,4.0,5.0,50.07143,19.93918,1.79,40.0,0.168,0.413,0.405,0.456,0.032,0.452,0.221,False,True,False,False,False,1050000,19.0,0.032,1.695,0.045454545454545456
krakow,unknown,52.5,3.0,3.0,4.0,50.01654,19.9899,5.66,7.0,0.46,0.944,0.557,0.482,0.228,2.541,0.369,False,False,False,False,False,761250,1.0,0.228,3.04,0.05714285714285714
krakow,unknown,37.0,2.0,3.0,4.0,50.0354,19.9997,4.9,4.0,0.15,1.061,0.397,0.761,0.4,0.451,0.548,False,True,True,False,False,699340,1.0,0.15,3.3169999999999997,0.05405405405405406
krakow,blockOfFlats,82.0,3.0,1.0,3.0,50.016104,19.9058054,4.94,8.0,0.716,0.392,0.266,0.079,0.348,3.223,0.255,False,True,False,False,False,899000,21.0,0.079,2.056,0.036585365853658534
krakow,tenement,67.0,3.0,1.0,2.0,50.07952854,20.03806046,7.6,30.0,0.143,1.633,0.337,0.142,0.516,0.428,0.045,False,True,False,False,True,866320,70.0,0.045,2.816,0.04477611940298507
krakow,blockOfFlats,80.0,3.0,2.0,3.0,50.0773131,19.8961095,3.89,16.0,0.236,0.892,0.26,0.137,0.246,0.501,0.277,True,True,False,False,False,1395000,24.0,0.137,2.048,0.0375
krakow,tenement,90.66,3.0,4.0,4.0,50.0692,19.9304,1.65,45.0,0.125,0.401,0.206,0.217,0.216,0.405,0.254,True,True,False,False,False,1280000,119.0,0.125,1.419,0.03309066843150232
krakow,unknown,61.79,3.0,5.0,7.0,50.01546,20.01244,6.9,17.0,0.31,0.858,0.205,0.197,0.051,2.485,0.208,False,False,True,False,False,840344,19.0,0.051,1.829,0.04855154555753358
krakow,unknown,53.66,3.0,7.0,7.0,50.01546,20.01244,6.9,17.0,0.31,0.858,0.205,0.197,0.051,2.485,0.208,False,False,True,False,False,735005,19.0,0.051,1.829,0.05590756615728662
krakow,blockOfFlats,62.0,3.0,4.0,4.0,50.0646501,19.9449799,1.14,94.0,0.217,0.403,0.102,0.623,0.042,0.484,0.055,False,True,False,False,True,990000,19.0,0.042,1.442,0.04838709677419355
krakow,blockOfFlats,48.0,3.0,8.0,10.0,50.06465,19.94498,1.14,94.0,0.217,0.403,0.102,0.623,0.042,0.484,0.055,False,True,False,False,False,820000,54.0,0.042,1.442,0.0625
krakow,apartmentBuilding,60.77,2.0,7.0,12.0,50.0716346,19.8984402,3.38,17.0,0.269,0.256,0.495,0.191,0.232,0.297,0.237,True,True,True,False,True,990000,16.0,0.191,1.6800000000000002,0.03291097581043278
krakow,unknown,60.7,3.0,7.0,10.0,50.014,19.95921,4.83,7.0,0.431,0.64,0.371,0.571,0.361,0.853,0.376,False,True,False,False,False,861940,1.0,0.361,2.7499999999999996,0.049423393739703454
krakow,unknown,67.11,3.0,3.0,10.0,50.014,19.95921,4.83,7.0,0.431,0.64,0.371,0.571,0.361,0.853,0.376,False,True,False,False,False,912696,1.0,0.361,2.7499999999999996,0.044702726866338846
krakow,blockOfFlats,38.0,2.0,3.0,5.0,50.08628,19.90387,4.24,13.0,0.054,0.93,0.302,0.24,0.06,1.624,0.477,False,False,True,False,False,660000,10.0,0.054,2.063,0.05263157894736842
krakow,blockOfFlats,45.0,3.0,3.0,4.0,50.07926,20.0274,6.89,16.0,0.295,1.58,0.44,0.295,0.287,0.537,0.189,False,False,False,False,False,669000,19.0,0.189,3.086,0.06666666666666667
krakow,unknown,48.2,2.0,5.0,5.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,False,False,False,False,True,758000,28.0,0.457,4.713,0.04149377593360996
krakow,blockOfFlats,44.02,2.0,3.0,8.0,50.0996,20.0168,7.45,19.0,0.077,0.805,0.378,0.125,0.253,1.257,0.166,False,True,True,True,True,699000,7.0,0.077,1.8039999999999998,0.045433893684688774
krakow,apartmentBuilding,96.0,3.0,2.0,3.0,50.048087,19.9543259,1.39,31.0,0.393,0.597,0.459,0.664,0.134,0.78,0.422,True,False,True,False,False,2749000,5.0,0.134,2.669,0.03125
krakow,apartmentBuilding,43.0,2.0,3.0,6.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,True,False,True,False,False,995000,6.0,0.174,2.012,0.046511627906976744
krakow,blockOfFlats,49.3,2.0,1.0,4.0,50.0053,19.9532,5.66,12.0,0.168,0.485,0.766,0.294,0.291,0.367,0.259,True,True,False,False,True,645000,38.0,0.168,2.263,0.04056795131845842
krakow,blockOfFlats,61.4,3.0,1.0,4.0,50.0053,19.9532,5.66,12.0,0.168,0.485,0.766,0.294,0.291,0.367,0.259,True,True,False,False,True,890000,38.0,0.168,2.263,0.048859934853420196
krakow,blockOfFlats,56.0,3.0,2.0,10.0,50.0208,20.008,6.28,4.0,0.32,1.046,0.603,0.291,0.498,1.848,0.479,True,True,True,False,True,700000,47.0,0.291,3.237,0.05357142857142857
krakow,blockOfFlats,66.0,3.0,2.0,5.0,50.0106981,19.8900334,6.05,6.0,0.337,0.887,0.901,0.144,0.425,4.208,0.266,True,True,True,False,False,1089000,19.0,0.144,2.96,0.045454545454545456
krakow,blockOfFlats,45.6,2.0,3.0,4.0,50.0857158,19.8864573,5.02,10.0,0.35,0.401,0.457,0.058,0.115,1.545,0.521,True,True,True,False,False,950000,5.0,0.058,1.9020000000000001,0.043859649122807015
krakow,unknown,65.0,3.0,2.0,5.0,50.0502716,19.948796,0.93,117.0,0.093,0.579,0.332,0.622,0.054,0.678,0.345,False,False,False,False,True,1394000,91.0,0.054,2.025,0.046153846153846156
krakow,blockOfFlats,43.0,2.0,3.0,4.0,50.045441,19.99015,3.85,1.0,0.124,0.617,0.676,0.509,0.532,1.407,0.606,True,True,True,False,False,685000,2.0,0.124,3.064,0.046511627906976744
krakow,apartmentBuilding,55.68,2.0,1.0,7.0,50.0797091,19.92593515,2.86,15.0,0.229,0.64,0.237,0.118,0.062,0.514,0.236,True,True,True,False,False,949000,15.0,0.062,1.5219999999999998,0.035919540229885055
krakow,tenement,73.46,3.0,1.0,4.0,50.0726,19.9202,2.32,30.0,0.134,0.233,0.083,0.203,0.144,0.299,0.128,False,True,False,False,True,1359010,87.0,0.083,0.925,0.04083855159270352
krakow,apartmentBuilding,28.46,1.0,2.0,6.0,50.0714,19.9392,1.79,40.0,0.164,0.416,0.405,0.453,0.03,0.454,0.22,False,False,True,True,False,815000,15.0,0.03,1.688,0.035137034434293744
krakow,tenement,81.21,4.0,2.0,3.0,50.04837,19.927703,1.09,22.0,0.083,0.841,0.329,0.187,0.039,0.798,0.272,True,False,False,False,True,1120000,19.0,0.039,1.751,0.049255017854943975
krakow,unknown,104.0,5.0,5.0,11.0,50.081,19.9572,3.16,6.0,0.152,0.348,0.394,0.336,0.404,1.848,0.401,False,True,True,False,False,1768000,17.0,0.152,2.035,0.04807692307692308
krakow,blockOfFlats,33.0,2.0,3.0,5.0,50.0711,19.9172,2.32,32.0,0.233,0.22,0.19,0.114,0.144,0.183,0.09,True,True,True,False,False,570000,1.0,0.09,0.991,0.06060606060606061
krakow,apartmentBuilding,38.28,2.0,4.0,5.0,50.0469169,19.9507266,1.28,53.0,0.128,0.611,0.256,0.701,0.059,0.859,0.196,False,True,True,False,True,1050000,10.0,0.059,1.9509999999999998,0.0522466039707419
krakow,blockOfFlats,35.77,2.0,3.0,5.0,50.0351938,19.9351056,2.25,13.0,0.131,0.78,0.403,0.586,0.231,1.474,0.375,False,False,True,False,False,718977,0.0,0.131,2.506,0.055912776069331836
krakow,blockOfFlats,62.44,3.0,1.0,4.0,50.09814,19.92671,4.84,5.0,0.61,0.99,0.422,0.186,0.568,1.637,0.423,False,True,True,False,False,897263,0.0,0.186,3.1990000000000003,0.048046124279308135
krakow,unknown,63.0,3.0,3.0,3.0,50.0752,19.9312,2.27,24.0,0.56,0.148,0.317,0.131,0.141,0.335,0.131,False,False,False,False,False,875000,84.0,0.131,1.4280000000000002,0.047619047619047616
krakow,blockOfFlats,44.46,2.0,1.0,5.0,50.04686,19.97086,2.5,12.0,0.711,0.58,0.433,0.337,0.214,1.479,0.221,False,False,True,False,False,820000,19.0,0.214,2.496,0.0449842555105713
krakow,blockOfFlats,63.5,3.0,2.0,3.0,50.1027787,19.8733288,7.03,0.0,1.059,1.123,1.658,1.773,1.85,3.659,2.036,False,True,True,True,False,849000,2.0,1.059,9.498999999999999,0.047244094488188976
